ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	168	-0.603283164824572	-2.2999326447270683	6.102155413781318e-14	3.051077706890659e-12
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	95	-0.648758573901601	-2.289352702788049	1.2335578811127722e-10	3.0838947027819304e-9
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	194	-0.5193423501207255	-2.0192055411065173	4.012587474584018e-9	6.687645790973363e-8
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	71	-0.5898415058831388	-1.9712870071586257	3.03275990236461e-6	3.7909498779557626e-5
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	145	-0.4840893955061347	-1.8231268080205638	8.889216024128049e-6	8.889216024128048e-5
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	197	-0.4407873065943433	-1.7196636414628226	1.7896107321796157e-5	1.4913422768163465e-4
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	95	-0.5014605132736409	-1.7695642533097615	1.172836604662149e-4	8.377404319015351e-4
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	138	-0.44458355087400714	-1.6579487015356693	2.898400945371468e-4	0.0018115005908571676
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	65	-0.5317332002616175	-1.7519020472914886	4.3315252394687554e-4	0.002406402910815975
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	159	-0.42461336869916516	-1.6085320205257843	5.135222679665763e-4	0.0025676113398328815
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	180	0.36777850213039515	1.5306968165720247	7.694965171903957e-4	0.0034977114417745264
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	128	-0.4450939983711284	-1.636744723615375	8.672502941570169e-4	0.0036135428923209038
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	198	-0.391068732800136	-1.5252319485537518	9.519102598913927e-4	0.0036611933072745874
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	199	0.3519255473031328	1.4764983334236679	0.0011151907332093544	0.003982824047176266
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	167	-0.40058655478231464	-1.5267539301948962	0.0013661854648541858	0.004553951549513953
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	200	-0.3799354579879808	-1.4845919096796205	0.0023066953290485676	0.007208422903276774
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	85	-0.43947832952522625	-1.5227545008613363	0.010194245305821744	0.029983074428887483
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	184	-0.3645661688425642	-1.4100404244475406	0.011567684103354648	0.0321324558426518
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	181	0.3280117317653388	1.3639960622779446	0.013669671164602777	0.03597281885421784
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	97	-0.4005204840794262	-1.4167620281454114	0.023526924341337165	0.05849021166378187
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	169	0.3184124493198801	1.317553143852624	0.024565888898788385	0.05849021166378187
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	183	-0.34331731609005695	-1.3255523588483566	0.02958003562703084	0.06722735369779738
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	53	0.4156420331703219	1.4117974028825844	0.03481311000388793	0.07460941359396031
