gene_id	A2780_up	UWB_BRCAdef_up	PEO1_up
OGG1	FALSE	TRUE	FALSE
FXYD6	FALSE	TRUE	FALSE
WFS1	FALSE	TRUE	FALSE
OGDHL	FALSE	TRUE	FALSE
USP40	FALSE	TRUE	FALSE
LOC730101	FALSE	TRUE	FALSE
IFT27	FALSE	TRUE	FALSE
CHCHD2	FALSE	TRUE	FALSE
VIM	FALSE	TRUE	FALSE
DUSP1	FALSE	TRUE	TRUE
SEPTIN8	FALSE	TRUE	FALSE
SHISA9	FALSE	TRUE	TRUE
ITPKA	FALSE	TRUE	TRUE
SMOC1	FALSE	TRUE	FALSE
REEP6	FALSE	TRUE	TRUE
ACKR3	FALSE	TRUE	FALSE
ATP6V0E1	FALSE	TRUE	FALSE
PPP2R2C	FALSE	TRUE	FALSE
SEZ6L2	FALSE	TRUE	FALSE
NKILA	FALSE	TRUE	FALSE
JPH3	FALSE	TRUE	FALSE
ANKRD1	FALSE	TRUE	TRUE
DNAJB2	FALSE	TRUE	FALSE
SUMF1	FALSE	TRUE	FALSE
VGLL4	FALSE	TRUE	FALSE
ID3	FALSE	TRUE	FALSE
LINC00839	FALSE	TRUE	FALSE
FAF2	FALSE	TRUE	FALSE
PIK3AP1	FALSE	TRUE	FALSE
GBGT1	FALSE	TRUE	FALSE
LMAN2	FALSE	TRUE	FALSE
AHNAK2	FALSE	TRUE	FALSE
DCLK1	FALSE	TRUE	FALSE
NAT9	FALSE	TRUE	FALSE
LRRC3	FALSE	TRUE	FALSE
ITPR3	FALSE	TRUE	FALSE
SEC13	FALSE	TRUE	FALSE
LRP1	FALSE	TRUE	FALSE
SFRP1	FALSE	TRUE	FALSE
TRIM41	FALSE	TRUE	FALSE
HERC2	FALSE	TRUE	FALSE
DSCAML1	FALSE	TRUE	FALSE
DELE1	FALSE	TRUE	FALSE
NR2C2	FALSE	TRUE	FALSE
MPP2	FALSE	TRUE	FALSE
HID1	FALSE	TRUE	FALSE
RPS9	FALSE	TRUE	FALSE
MT1X	FALSE	TRUE	FALSE
WDR1	FALSE	TRUE	FALSE
RPS20	FALSE	TRUE	FALSE
TSPAN18	FALSE	TRUE	FALSE
ATP5F1E	FALSE	TRUE	FALSE
STC2	FALSE	TRUE	FALSE
CYB5D2	FALSE	TRUE	TRUE
UBN1	FALSE	TRUE	FALSE
ID4	FALSE	TRUE	FALSE
ZYX	FALSE	TRUE	TRUE
ZNF699	FALSE	TRUE	FALSE
CCND3	FALSE	TRUE	FALSE
MFGE8	FALSE	TRUE	FALSE
RPL32	FALSE	TRUE	FALSE
KREMEN1	FALSE	TRUE	FALSE
CDC42EP3	FALSE	TRUE	FALSE
AKAP12	FALSE	TRUE	FALSE
DPYSL2	FALSE	TRUE	FALSE
FAM53C	FALSE	TRUE	FALSE
METAP1D	FALSE	TRUE	TRUE
CALD1	FALSE	TRUE	TRUE
PTPRU	FALSE	TRUE	FALSE
MAN2C1	FALSE	TRUE	FALSE
BRPF1	FALSE	TRUE	FALSE
TNFRSF19	FALSE	TRUE	FALSE
MRPL20-AS1	FALSE	TRUE	FALSE
POLR3H	FALSE	TRUE	FALSE
CPAMD8	FALSE	TRUE	FALSE
EMC10	FALSE	TRUE	FALSE
TMED9	FALSE	TRUE	FALSE
TP53INP1	FALSE	TRUE	FALSE
PIMREG	FALSE	TRUE	FALSE
ZNF727	FALSE	TRUE	FALSE
RBM3	FALSE	TRUE	FALSE
LOC100268168	FALSE	TRUE	FALSE
ZFP41	FALSE	TRUE	FALSE
PON2	FALSE	TRUE	FALSE
GAMT	FALSE	TRUE	TRUE
RNF130	FALSE	TRUE	FALSE
IBA57	FALSE	TRUE	FALSE
SLC25A6	FALSE	TRUE	FALSE
MMP24OS	FALSE	TRUE	FALSE
MED22	FALSE	TRUE	FALSE
COL22A1	FALSE	TRUE	FALSE
COPS7B	FALSE	TRUE	FALSE
ACTBL2	FALSE	TRUE	FALSE
PALM	FALSE	TRUE	FALSE
NPDC1	FALSE	TRUE	FALSE
SMG1	FALSE	TRUE	FALSE
EMC3-AS1	FALSE	TRUE	FALSE
CDH4	FALSE	TRUE	FALSE
LARS1	FALSE	TRUE	FALSE
ACOT7	FALSE	TRUE	FALSE
PI4KA	FALSE	TRUE	FALSE
NMRAL1	FALSE	TRUE	FALSE
EXOC7	FALSE	TRUE	FALSE
ABTB1	FALSE	TRUE	FALSE
STARD9	FALSE	TRUE	FALSE
MFAP5	FALSE	TRUE	FALSE
UQCRQ	FALSE	TRUE	FALSE
PRR36	FALSE	TRUE	FALSE
SLC38A10	FALSE	TRUE	FALSE
EFHD1	FALSE	TRUE	FALSE
TCAF1	FALSE	TRUE	FALSE
DUSP9	FALSE	TRUE	FALSE
MT1E	FALSE	TRUE	FALSE
EVC	FALSE	TRUE	FALSE
NF2	FALSE	TRUE	FALSE
TADA3	FALSE	TRUE	FALSE
CLTB	FALSE	TRUE	FALSE
MFAP3	FALSE	TRUE	FALSE
PEX26	FALSE	TRUE	FALSE
SEC31B	FALSE	TRUE	FALSE
GNAS	FALSE	TRUE	FALSE
HDAC3	FALSE	TRUE	FALSE
NRBP2	FALSE	TRUE	FALSE
TPM1	FALSE	TRUE	FALSE
RAI1	FALSE	TRUE	FALSE
LINC01547	FALSE	TRUE	FALSE
GALNS	FALSE	TRUE	FALSE
DYSF	FALSE	TRUE	TRUE
NEAT1	FALSE	TRUE	FALSE
FAM13B	FALSE	TRUE	FALSE
WDR6	FALSE	TRUE	FALSE
GPR143	FALSE	TRUE	FALSE
TMEM222	FALSE	TRUE	FALSE
CCNL2	FALSE	TRUE	FALSE
MKRN2	FALSE	TRUE	FALSE
COMMD4	FALSE	TRUE	FALSE
RPL19	FALSE	TRUE	FALSE
LGR5	FALSE	TRUE	FALSE
FBXL19-AS1	FALSE	TRUE	FALSE
IQSEC1	FALSE	TRUE	FALSE
ANKRD34B	FALSE	TRUE	FALSE
CERS1	FALSE	TRUE	FALSE
BOD1	FALSE	TRUE	FALSE
RBM22	FALSE	TRUE	FALSE
GATD1	FALSE	TRUE	FALSE
AFAP1	FALSE	TRUE	FALSE
TRAM2	FALSE	TRUE	TRUE
ZNF346	FALSE	TRUE	FALSE
TNFRSF8	FALSE	TRUE	FALSE
PHPT1	FALSE	TRUE	FALSE
MRPS25	FALSE	TRUE	FALSE
DENND11	FALSE	TRUE	FALSE
SH3BP2	FALSE	TRUE	FALSE
PIK3CD	FALSE	TRUE	TRUE
SLC35E2B	FALSE	TRUE	TRUE
ROMO1	FALSE	TRUE	FALSE
UBTD2	FALSE	TRUE	FALSE
NUDCD2	FALSE	TRUE	FALSE
ZCCHC14	FALSE	TRUE	FALSE
DGCR2	FALSE	TRUE	FALSE
BRD8	FALSE	TRUE	FALSE
HEMK1	FALSE	TRUE	FALSE
LTBP4	FALSE	TRUE	FALSE
OSBPL5	FALSE	TRUE	FALSE
SLC6A20	FALSE	TRUE	FALSE
DOK4	FALSE	TRUE	FALSE
TRMT2A	FALSE	TRUE	FALSE
CHPF	FALSE	TRUE	FALSE
TMEM44	FALSE	TRUE	TRUE
MAPT	FALSE	TRUE	FALSE
ZNF778	FALSE	TRUE	FALSE
SGTA	FALSE	TRUE	FALSE
CLSTN1	FALSE	TRUE	FALSE
PLXNA1	FALSE	TRUE	FALSE
GREM1	FALSE	TRUE	FALSE
HARS1	FALSE	TRUE	FALSE
CA11	FALSE	TRUE	FALSE
ATP5ME	FALSE	TRUE	FALSE
FTSJ1	FALSE	TRUE	FALSE
OBSCN	FALSE	TRUE	FALSE
IQCE	FALSE	TRUE	FALSE
PRDM6	FALSE	TRUE	FALSE
NAA38	FALSE	TRUE	FALSE
UCA1	FALSE	TRUE	FALSE
PER3	FALSE	TRUE	FALSE
PIN1	FALSE	TRUE	FALSE
COL26A1	FALSE	TRUE	FALSE
H2BC12	FALSE	TRUE	FALSE
KCTD15	FALSE	TRUE	FALSE
RPL3	FALSE	TRUE	FALSE
MCRIP1	FALSE	TRUE	FALSE
CCDC124	FALSE	TRUE	FALSE
MAPK9	FALSE	TRUE	FALSE
ACAP3	FALSE	TRUE	FALSE
BOK	FALSE	TRUE	FALSE
KCNC4	FALSE	TRUE	FALSE
RGS14	FALSE	TRUE	FALSE
FAAP100	FALSE	TRUE	FALSE
PDE6A	FALSE	TRUE	FALSE
LZTR1	FALSE	TRUE	FALSE
DOK1	FALSE	TRUE	TRUE
FGFR1	FALSE	TRUE	TRUE
TRAPPC5	FALSE	TRUE	FALSE
GADD45GIP1	FALSE	TRUE	FALSE
ANKRD11	FALSE	TRUE	FALSE
PBXIP1	FALSE	TRUE	FALSE
TMEM200B	FALSE	TRUE	FALSE
RPL28	FALSE	TRUE	FALSE
ATAD3C	FALSE	TRUE	FALSE
RMND5B	FALSE	TRUE	FALSE
WDR55	FALSE	TRUE	FALSE
NES	FALSE	TRUE	FALSE
NCDN	FALSE	TRUE	FALSE
OBSL1	FALSE	TRUE	FALSE
BTNL9	FALSE	TRUE	FALSE
LYPD1	FALSE	TRUE	FALSE
SEPTIN6	FALSE	TRUE	FALSE
TGM2	FALSE	TRUE	FALSE
MED15	FALSE	TRUE	FALSE
PKN1	FALSE	TRUE	FALSE
TPM1-AS	FALSE	TRUE	FALSE
TAOK2	FALSE	TRUE	FALSE
SH2B1	FALSE	TRUE	FALSE
SCARF2	FALSE	TRUE	FALSE
CAST	FALSE	TRUE	FALSE
LHX1-DT	FALSE	TRUE	FALSE
INPP5A	FALSE	TRUE	FALSE
RNF40	FALSE	TRUE	FALSE
LOC101929748	FALSE	TRUE	FALSE
SNAPC2	FALSE	TRUE	FALSE
RAB40B	FALSE	TRUE	FALSE
ZFYVE28	FALSE	TRUE	FALSE
FOXC2	FALSE	TRUE	FALSE
MRPL41	FALSE	TRUE	FALSE
SERPINB6	FALSE	TRUE	TRUE
LINC01134	FALSE	TRUE	FALSE
SKI	FALSE	TRUE	FALSE
GDF7	FALSE	TRUE	FALSE
RNF157	FALSE	TRUE	FALSE
LOC728554	FALSE	TRUE	FALSE
STK25	FALSE	TRUE	FALSE
TP73-AS1	FALSE	TRUE	FALSE
DGCR6L	FALSE	TRUE	FALSE
UNC5A	FALSE	TRUE	FALSE
SLC25A11	FALSE	TRUE	FALSE
GALNT17	FALSE	TRUE	FALSE
NOC2L	FALSE	TRUE	FALSE
KIFC2	FALSE	TRUE	FALSE
ZNF358	FALSE	TRUE	FALSE
ARMC9	FALSE	TRUE	FALSE
PCDH1	FALSE	TRUE	FALSE
TIMM13	FALSE	TRUE	FALSE
SLC2A11	FALSE	TRUE	FALSE
PSKH1	FALSE	TRUE	FALSE
CAPRIN2	FALSE	TRUE	FALSE
TXNRD2	FALSE	TRUE	FALSE
DBN1	FALSE	TRUE	FALSE
GREB1	FALSE	TRUE	FALSE
NTAN1	FALSE	TRUE	FALSE
ADAMTS10	FALSE	TRUE	TRUE
DANCR	FALSE	TRUE	FALSE
CPNE2	FALSE	TRUE	FALSE
TIMP2	FALSE	TRUE	FALSE
A4GALT	FALSE	TRUE	FALSE
ARVCF	FALSE	TRUE	FALSE
FCHSD1	FALSE	TRUE	FALSE
HOXB7	FALSE	TRUE	FALSE
CTC-338M12.4	FALSE	TRUE	FALSE
MTG2	FALSE	TRUE	FALSE
CACFD1	FALSE	TRUE	FALSE
DCTN3	FALSE	TRUE	FALSE
ACTR1A	FALSE	TRUE	FALSE
MED16	FALSE	TRUE	FALSE
TSHZ3	FALSE	TRUE	FALSE
NOTCH3	FALSE	TRUE	FALSE
PEG3	FALSE	TRUE	FALSE
ILF3-DT	FALSE	TRUE	FALSE
SERF2	FALSE	TRUE	FALSE
TATDN2	FALSE	TRUE	FALSE
SALL3	FALSE	TRUE	FALSE
MAN2B1	FALSE	TRUE	FALSE
ATAD3B	FALSE	TRUE	FALSE
KCNIP3	FALSE	TRUE	FALSE
RASSF7	FALSE	TRUE	FALSE
MAPK11	FALSE	TRUE	FALSE
IL17RC	FALSE	TRUE	FALSE
WDR81	FALSE	TRUE	FALSE
SPHK1	FALSE	TRUE	TRUE
PRKCZ	FALSE	TRUE	FALSE
ILVBL	FALSE	TRUE	FALSE
LRP3	FALSE	TRUE	FALSE
PLP2	FALSE	TRUE	FALSE
FGFR4	FALSE	TRUE	FALSE
RETREG2	FALSE	TRUE	FALSE
NDUFA7	FALSE	TRUE	FALSE
RASSF4	FALSE	TRUE	FALSE
WBP1L	FALSE	TRUE	FALSE
STX10	FALSE	TRUE	FALSE
UBTD1	FALSE	TRUE	FALSE
RRP7A	FALSE	TRUE	FALSE
PGM2L1	FALSE	TRUE	FALSE
RPUSD1	FALSE	TRUE	FALSE
CEP131	FALSE	TRUE	FALSE
KLF16	FALSE	TRUE	FALSE
ACTR1B	FALSE	TRUE	FALSE
DUS1L	FALSE	TRUE	FALSE
DUSP22	FALSE	TRUE	FALSE
BAIAP2-DT	FALSE	TRUE	FALSE
LINC01504	FALSE	TRUE	FALSE
IGFBP7	FALSE	TRUE	TRUE
SPOCK2	FALSE	TRUE	FALSE
PLPP4	FALSE	TRUE	FALSE
CXXC1	FALSE	TRUE	FALSE
H1-10	FALSE	TRUE	FALSE
CECR7	FALSE	TRUE	FALSE
SLU7	FALSE	TRUE	FALSE
INTS11	FALSE	TRUE	FALSE
TCF25	FALSE	TRUE	FALSE
TPM2	FALSE	TRUE	FALSE
GPT2	FALSE	TRUE	FALSE
S100A1	FALSE	TRUE	FALSE
ANAPC11	FALSE	TRUE	FALSE
NDUFS7	FALSE	TRUE	FALSE
TMEM54	FALSE	TRUE	FALSE
TRABD	FALSE	TRUE	FALSE
RAB11B	FALSE	TRUE	FALSE
NDUFS8	FALSE	TRUE	FALSE
CHMP6	FALSE	TRUE	FALSE
ABHD14B	FALSE	TRUE	FALSE
C6orf15	FALSE	TRUE	FALSE
FBN3	FALSE	TRUE	FALSE
TBC1D5	FALSE	TRUE	FALSE
GMPR	FALSE	TRUE	FALSE
ZNF37BP	FALSE	TRUE	FALSE
ZBTB16	FALSE	TRUE	FALSE
SLC47A1	FALSE	TRUE	FALSE
AP5Z1	FALSE	TRUE	FALSE
TMEM80	FALSE	TRUE	FALSE
CTNNBIP1	FALSE	TRUE	FALSE
FUOM	FALSE	TRUE	TRUE
NUDT16L1	FALSE	TRUE	FALSE
RUSC2	FALSE	TRUE	TRUE
COPS9	FALSE	TRUE	FALSE
CDK5	FALSE	TRUE	FALSE
TUBB3	FALSE	TRUE	FALSE
ALPL	FALSE	TRUE	FALSE
WDR11	FALSE	TRUE	FALSE
NATD1	FALSE	TRUE	FALSE
DOK7	FALSE	TRUE	FALSE
ZBTB40	FALSE	TRUE	FALSE
MRPL38	FALSE	TRUE	FALSE
CAMTA1	FALSE	TRUE	FALSE
AGPAT2	FALSE	TRUE	FALSE
ANKRD39	FALSE	TRUE	FALSE
HEG1	FALSE	TRUE	TRUE
TSNARE1	FALSE	TRUE	FALSE
HDHD5	FALSE	TRUE	FALSE
PCGF3	FALSE	TRUE	FALSE
SLC12A9	FALSE	TRUE	FALSE
PRDX2	FALSE	TRUE	FALSE
EHMT2	FALSE	TRUE	FALSE
C19orf53	FALSE	TRUE	FALSE
MRPL40	FALSE	TRUE	FALSE
ACACB	FALSE	TRUE	FALSE
CD151	FALSE	TRUE	FALSE
EARS2	FALSE	TRUE	FALSE
DVL2	FALSE	TRUE	FALSE
RCAN2	FALSE	TRUE	FALSE
RSAD1	FALSE	TRUE	FALSE
RPS19BP1	FALSE	TRUE	FALSE
LOC202181	FALSE	TRUE	FALSE
MGAT5B	FALSE	TRUE	FALSE
SGSM2	FALSE	TRUE	FALSE
CNRIP1	FALSE	TRUE	FALSE
USP22	FALSE	TRUE	FALSE
FSTL3	FALSE	TRUE	TRUE
CORO1A	FALSE	TRUE	FALSE
FOXP4	FALSE	TRUE	FALSE
DUSP6	FALSE	TRUE	FALSE
RPUSD3	FALSE	TRUE	FALSE
SLC39A13	FALSE	TRUE	FALSE
SEMA4C	FALSE	TRUE	FALSE
ITGB2-AS1	FALSE	TRUE	FALSE
CEP104	FALSE	TRUE	TRUE
TWF2	FALSE	TRUE	FALSE
ELP5	FALSE	TRUE	FALSE
ASPHD1	FALSE	TRUE	FALSE
KCTD17	FALSE	TRUE	TRUE
HRAS	FALSE	TRUE	FALSE
SH3GLB2	FALSE	TRUE	FALSE
SCN5A	FALSE	TRUE	FALSE
PTDSS2	FALSE	TRUE	FALSE
OLFM2	FALSE	TRUE	FALSE
HNRNPA0	FALSE	TRUE	FALSE
GET3	FALSE	TRUE	FALSE
GATD3A	FALSE	TRUE	FALSE
METTL22	FALSE	TRUE	FALSE
MCOLN1	FALSE	TRUE	FALSE
PPP6R2	FALSE	TRUE	FALSE
TRIM8	FALSE	TRUE	FALSE
TP53I13	FALSE	TRUE	FALSE
ARL6IP4	FALSE	TRUE	FALSE
LRRC38	FALSE	TRUE	FALSE
KCNJ2	FALSE	TRUE	FALSE
C5orf30	FALSE	TRUE	FALSE
ZFYVE27	FALSE	TRUE	FALSE
TMEM104	FALSE	TRUE	FALSE
COQ7	FALSE	TRUE	FALSE
TSSC4	FALSE	TRUE	FALSE
ASTN2	FALSE	TRUE	FALSE
SMYD2	FALSE	TRUE	FALSE
GALK1	FALSE	TRUE	FALSE
CC2D1A	FALSE	TRUE	FALSE
SDF4	FALSE	TRUE	FALSE
TMEM129	FALSE	TRUE	FALSE
DCAF16	FALSE	TRUE	FALSE
ANGPTL4	FALSE	TRUE	FALSE
PCDHGB4	FALSE	TRUE	FALSE
LINC00944	FALSE	TRUE	FALSE
ALKBH7	FALSE	TRUE	FALSE
F12	FALSE	TRUE	FALSE
CERK	FALSE	TRUE	FALSE
BRAT1	FALSE	TRUE	FALSE
FAM114A2	FALSE	TRUE	FALSE
PDPR	FALSE	TRUE	FALSE
PCBP4	FALSE	TRUE	TRUE
SLC25A42	FALSE	TRUE	TRUE
ISOC2	FALSE	TRUE	FALSE
MLLT1	FALSE	TRUE	FALSE
JAM3	FALSE	TRUE	FALSE
SLC25A22	FALSE	TRUE	FALSE
IMPDH1	FALSE	TRUE	FALSE
CPTP	FALSE	TRUE	FALSE
GJD3	FALSE	TRUE	FALSE
WTIP	FALSE	TRUE	FALSE
ADGRB1	FALSE	TRUE	FALSE
ATOX1	FALSE	TRUE	FALSE
SERPINF1	FALSE	TRUE	FALSE
ANXA6	FALSE	TRUE	FALSE
SBK1	FALSE	TRUE	FALSE
PHRF1	FALSE	TRUE	FALSE
MAP1B	FALSE	TRUE	FALSE
CDKN1C	FALSE	TRUE	FALSE
ARHGEF18	FALSE	TRUE	FALSE
THUMPD3-AS1	FALSE	TRUE	FALSE
ARL16	FALSE	TRUE	FALSE
SLC4A3	FALSE	TRUE	FALSE
NOG	FALSE	TRUE	FALSE
FAM214B	FALSE	TRUE	TRUE
GUK1	FALSE	TRUE	FALSE
CSK	FALSE	TRUE	FALSE
CTXN1	FALSE	TRUE	FALSE
PLVAP	FALSE	TRUE	FALSE
BHLHE40	FALSE	TRUE	FALSE
CELSR1	FALSE	TRUE	FALSE
MPND	FALSE	TRUE	FALSE
EPHA10	FALSE	TRUE	FALSE
ABCB8	FALSE	TRUE	FALSE
ZNF76	FALSE	TRUE	FALSE
GGA1	FALSE	TRUE	FALSE
TMOD2	FALSE	TRUE	FALSE
GRAMD1A	FALSE	TRUE	FALSE
ABR	FALSE	TRUE	FALSE
KCNB1	FALSE	TRUE	FALSE
CRMP1	FALSE	TRUE	FALSE
MTMR14	FALSE	TRUE	FALSE
ACTB	FALSE	TRUE	FALSE
TNK2	FALSE	TRUE	FALSE
CHST10	FALSE	TRUE	FALSE
TUNAR	FALSE	TRUE	FALSE
C7orf50	FALSE	TRUE	FALSE
ABCA2	FALSE	TRUE	FALSE
PNPLA6	FALSE	TRUE	FALSE
MARCHF2	FALSE	TRUE	FALSE
TSC22D2	FALSE	TRUE	FALSE
ZZEF1	FALSE	TRUE	FALSE
ZNF558	FALSE	TRUE	FALSE
ITGB5	FALSE	TRUE	FALSE
SZRD1	FALSE	TRUE	FALSE
H2AW	FALSE	TRUE	FALSE
NDUFA13	FALSE	TRUE	FALSE
LOC100129534	FALSE	TRUE	FALSE
MRTFB	FALSE	TRUE	FALSE
SIGIRR	FALSE	TRUE	FALSE
RFNG	FALSE	TRUE	FALSE
BRD3OS	FALSE	TRUE	FALSE
ABCC1	FALSE	TRUE	FALSE
NFIX	FALSE	TRUE	FALSE
SNTA1	FALSE	TRUE	FALSE
ADAMTS13	FALSE	TRUE	FALSE
BARX1	FALSE	TRUE	FALSE
RPLP2	FALSE	TRUE	FALSE
PLXNA3	FALSE	TRUE	FALSE
SHARPIN	FALSE	TRUE	FALSE
TMEM132A	FALSE	TRUE	FALSE
RAB24	FALSE	TRUE	FALSE
EMC3	FALSE	TRUE	FALSE
ADARB1	FALSE	TRUE	FALSE
ACBD4	FALSE	TRUE	FALSE
SLC25A39	FALSE	TRUE	FALSE
PINK1	FALSE	TRUE	TRUE
ATG7	FALSE	TRUE	FALSE
TLE5	FALSE	TRUE	FALSE
HS1BP3	FALSE	TRUE	FALSE
TSPOAP1	FALSE	TRUE	FALSE
HDAC11	FALSE	TRUE	FALSE
DIPK1B	FALSE	TRUE	FALSE
EIF3G	FALSE	TRUE	FALSE
CAPN5	FALSE	TRUE	TRUE
MYL5	FALSE	TRUE	FALSE
TLX3	FALSE	TRUE	FALSE
HGS	FALSE	TRUE	FALSE
TAF1C	FALSE	TRUE	FALSE
BRSK2	FALSE	TRUE	FALSE
ATP13A1	FALSE	TRUE	FALSE
SZT2	FALSE	TRUE	FALSE
ABCA7	FALSE	TRUE	FALSE
DND1	FALSE	TRUE	FALSE
ARMC6	FALSE	TRUE	FALSE
WDR13	FALSE	TRUE	FALSE
CCDC137	FALSE	TRUE	FALSE
ECSIT	FALSE	TRUE	FALSE
EDF1	FALSE	TRUE	TRUE
SETD1A	FALSE	TRUE	FALSE
NUBP2	FALSE	TRUE	FALSE
MPST	FALSE	TRUE	FALSE
ENGASE	FALSE	TRUE	FALSE
FAM193B	FALSE	TRUE	FALSE
PMVK	FALSE	TRUE	FALSE
TMEM115	FALSE	TRUE	FALSE
DNPEP	FALSE	TRUE	FALSE
LRPAP1	FALSE	TRUE	FALSE
SQSTM1	FALSE	TRUE	TRUE
FAM92A	FALSE	TRUE	FALSE
BEND4	FALSE	TRUE	FALSE
ZBTB46	FALSE	TRUE	FALSE
FBXO44	FALSE	TRUE	TRUE
LAMTOR4	FALSE	TRUE	FALSE
IFITM2	FALSE	TRUE	FALSE
RAD23A	FALSE	TRUE	FALSE
DNAJC18	FALSE	TRUE	FALSE
ISYNA1	FALSE	TRUE	FALSE
DLX5	FALSE	TRUE	FALSE
MGAT3	FALSE	TRUE	FALSE
MICOS13	FALSE	TRUE	FALSE
JPH2	FALSE	TRUE	FALSE
DGCR8	FALSE	TRUE	FALSE
DBNL	FALSE	TRUE	FALSE
FMNL1	FALSE	TRUE	FALSE
CTDSP1	FALSE	TRUE	FALSE
MAN2B2	FALSE	TRUE	FALSE
HDAC5	FALSE	TRUE	FALSE
ZMIZ2	FALSE	TRUE	FALSE
HOXB4	FALSE	TRUE	FALSE
DGCR6	FALSE	TRUE	FALSE
CD33	FALSE	TRUE	FALSE
GPS2	FALSE	TRUE	FALSE
GET4	FALSE	TRUE	FALSE
C4orf48	FALSE	TRUE	FALSE
LIMD2	FALSE	TRUE	FALSE
ACAD10	FALSE	TRUE	FALSE
DGKD	FALSE	TRUE	FALSE
EIF4EBP1	FALSE	TRUE	FALSE
RABEP2	FALSE	TRUE	FALSE
ZNF335	FALSE	TRUE	FALSE
PCNT	FALSE	TRUE	FALSE
SALL1	FALSE	TRUE	FALSE
EVI5L	FALSE	TRUE	FALSE
HNRNPA1P33	FALSE	TRUE	FALSE
NTN1	FALSE	TRUE	FALSE
WNT9A	FALSE	TRUE	FALSE
ARHGEF10	FALSE	TRUE	FALSE
LOC100129434	FALSE	TRUE	FALSE
MRPL12	FALSE	TRUE	FALSE
MOCS1	FALSE	TRUE	FALSE
NEURL4	FALSE	TRUE	FALSE
MOB2	FALSE	TRUE	FALSE
BNIP3	FALSE	TRUE	FALSE
POLR3E	FALSE	TRUE	FALSE
RGL2	FALSE	TRUE	FALSE
CUTA	FALSE	TRUE	FALSE
ZNHIT1	FALSE	TRUE	FALSE
PUSL1	FALSE	TRUE	FALSE
OAF	FALSE	TRUE	FALSE
FIS1	FALSE	TRUE	FALSE
RBFA	FALSE	TRUE	FALSE
LINC00342	FALSE	TRUE	FALSE
CDK2AP2	FALSE	TRUE	FALSE
ADCK2	FALSE	TRUE	TRUE
CYHR1	FALSE	TRUE	FALSE
TRAPPC6A	FALSE	TRUE	FALSE
PLEKHG3	FALSE	TRUE	FALSE
DLGAP4	FALSE	TRUE	FALSE
SLC39A4	FALSE	TRUE	FALSE
FGFRL1	FALSE	TRUE	FALSE
TXN2	FALSE	TRUE	FALSE
PDXK	FALSE	TRUE	FALSE
NCLN	FALSE	TRUE	FALSE
MAP2K7	FALSE	TRUE	FALSE
C11orf71	FALSE	TRUE	FALSE
DCAF15	FALSE	TRUE	FALSE
CLEC16A	FALSE	TRUE	FALSE
SMARCB1	FALSE	TRUE	FALSE
KIF1C	FALSE	TRUE	FALSE
CCDC22	FALSE	TRUE	FALSE
SRM	FALSE	TRUE	FALSE
ATG4D	FALSE	TRUE	FALSE
BAIAP2	FALSE	TRUE	FALSE
TANGO2	FALSE	TRUE	FALSE
CACTIN	FALSE	TRUE	FALSE
TTN	FALSE	TRUE	FALSE
SLC35E2A	FALSE	TRUE	FALSE
NUP210	FALSE	TRUE	FALSE
NDUFA3	FALSE	TRUE	FALSE
B4GALNT4	FALSE	TRUE	FALSE
LINC02582	FALSE	TRUE	FALSE
CENPM	FALSE	TRUE	FALSE
MGRN1	FALSE	TRUE	FALSE
CTNS	FALSE	TRUE	FALSE
GOLGA8B	FALSE	TRUE	FALSE
SOGA1	FALSE	TRUE	FALSE
PRRC2A	FALSE	TRUE	FALSE
CCDC183-AS1	FALSE	TRUE	FALSE
TMEM127	FALSE	TRUE	FALSE
SLC25A1	FALSE	TRUE	FALSE
ARHGAP27	FALSE	TRUE	FALSE
ZBTB48	FALSE	TRUE	FALSE
CRBN	FALSE	TRUE	FALSE
MVB12A	FALSE	TRUE	FALSE
MED24	FALSE	TRUE	FALSE
BACH2	FALSE	TRUE	TRUE
MIIP	FALSE	TRUE	FALSE
SLC9A3-AS1	FALSE	TRUE	FALSE
DGKQ	FALSE	TRUE	FALSE
PIP5K1C	FALSE	TRUE	FALSE
PTGIS	FALSE	TRUE	FALSE
ZNF414	FALSE	TRUE	FALSE
LGALS1	FALSE	TRUE	TRUE
PKIG	FALSE	TRUE	FALSE
RPAP1	FALSE	TRUE	FALSE
SLC66A2	FALSE	TRUE	FALSE
ACO2	FALSE	TRUE	FALSE
MOSPD3	FALSE	TRUE	FALSE
DTYMK	FALSE	TRUE	FALSE
ELOF1	FALSE	TRUE	FALSE
ZNF469	FALSE	TRUE	FALSE
LOC283922	FALSE	TRUE	FALSE
PDX1	FALSE	TRUE	FALSE
PGLS	FALSE	TRUE	TRUE
FZR1	FALSE	TRUE	FALSE
ALG1	FALSE	TRUE	FALSE
PAXX	FALSE	TRUE	FALSE
PFAS	FALSE	TRUE	FALSE
AGTRAP	FALSE	TRUE	FALSE
PER1	FALSE	TRUE	FALSE
DRAP1	FALSE	TRUE	TRUE
ATP6V0E2	FALSE	TRUE	FALSE
LINC01006	FALSE	TRUE	FALSE
TMEM59L	FALSE	TRUE	FALSE
FBXL19	FALSE	TRUE	FALSE
ASPSCR1	FALSE	TRUE	FALSE
ARFGAP1	FALSE	TRUE	FALSE
OXTR	FALSE	TRUE	FALSE
ZFP64	FALSE	TRUE	FALSE
